patent_id,patent_type,patent_date,patent_title,year,quarter,month,day_of_week,day_of_year,quarter_end,title_len_chars,title_len_words,title_has_number,title_has_acronym,kw_5g,kw_ai_ml,kw_cloud_edge,kw_security,kw_iot,kw_network,kw_energy,kw_antenna,kw_data,keyword_score,is_utility,is_design,is_other_type,tech_era,patent_count,patent_unique,utility_share,design_share,avg_title_words,avg_keyword_score,kw_5g_count,kw_ai_ml_count,kw_cloud_edge_count,kw_security_count,kw_iot_count,kw_network_count,kw_energy_count,kw_antenna_count,kw_data_count,patent_count_lag1,patent_count_lag2,patent_count_lag4,patent_count_roll4_mean,patent_count_roll8_mean,patent_count_qoq,patent_count_yoy,target_patent_count_current,target_patent_count_next_quarter,years_since_first_patent,patent_seq_global,year_patent_count
3965457,utility,1976-06-22,Digital control processor,1976,2,6,1,174,1976-06-30,25,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,5,5,1.0,0.0,8.6,0.8,0,0,0,0,0,2,0,0,2,10.0,331.0,324.0,347.75,337.375,-0.5,0.07432432432432434,5,11.0,0,14,36
3967248,utility,1976-06-29,Arrangement for double-writing into a memory during data field relocation,1976,2,6,1,181,1976-06-30,73,10,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,legacy_pre_1990,5,5,1.0,0.0,8.6,0.8,0,0,0,0,0,2,0,0,2,10.0,331.0,324.0,347.75,337.375,-0.5,0.07432432432432434,5,11.0,0,15,36
3969701,utility,1976-07-13,Function block oriented SPC system,1976,3,7,1,195,1976-09-30,34,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,11,11,1.0,0.0,8.272727272727273,0.36363636363636365,0,0,0,0,0,2,1,0,1,5.0,10.0,324.0,347.75,337.375,1.2000000000000002,0.07432432432432434,11,10.0,0,16,36
3973192,utility,1976-08-03,Device for providing an early detection of aerosol products of combustion of a polyvinyl chloride substance,1976,3,8,1,216,1976-09-30,107,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,11,11,1.0,0.0,8.272727272727273,0.36363636363636365,0,0,0,0,0,2,1,0,1,5.0,10.0,324.0,347.75,337.375,1.2000000000000002,0.07432432432432434,11,10.0,0,17,36
3973200,utility,1976-08-03,Process for acknowledging calls in a system for wireless staff locators,1976,3,8,1,216,1976-09-30,71,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,11,11,1.0,0.0,8.272727272727273,0.36363636363636365,0,0,0,0,0,2,1,0,1,5.0,10.0,324.0,347.75,337.375,1.2000000000000002,0.07432432432432434,11,10.0,0,18,36
3974340,utility,1976-08-10,Data switching apparatus and method,1976,3,8,1,223,1976-09-30,35,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_pre_1990,11,11,1.0,0.0,8.272727272727273,0.36363636363636365,0,0,0,0,0,2,1,0,1,5.0,10.0,324.0,347.75,337.375,1.2000000000000002,0.07432432432432434,11,10.0,0,19,36
3974344,utility,1976-08-10,Electronic speech circuit for a central battery telephone set,1976,3,8,1,223,1976-09-30,61,9,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,legacy_pre_1990,11,11,1.0,0.0,8.272727272727273,0.36363636363636365,0,0,0,0,0,2,1,0,1,5.0,10.0,324.0,347.75,337.375,1.2000000000000002,0.07432432432432434,11,10.0,0,20,36
3974447,utility,1976-08-10,Pilot receiver,1976,3,8,1,223,1976-09-30,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,11,11,1.0,0.0,8.272727272727273,0.36363636363636365,0,0,0,0,0,2,1,0,1,5.0,10.0,324.0,347.75,337.375,1.2000000000000002,0.07432432432432434,11,10.0,0,21,36
3976831,utility,1976-08-24,Method for transmitting pictures at a picture telephone transmission having limited bandwidth,1976,3,8,1,237,1976-09-30,93,12,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990,11,11,1.0,0.0,8.272727272727273,0.36363636363636365,0,0,0,0,0,2,1,0,1,5.0,10.0,324.0,347.75,337.375,1.2000000000000002,0.07432432432432434,11,10.0,0,22,36
3976972,utility,1976-08-24,Prevention of non-allowed character combinations,1976,3,8,1,237,1976-09-30,48,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,11,11,1.0,0.0,8.272727272727273,0.36363636363636365,0,0,0,0,0,2,1,0,1,5.0,10.0,324.0,347.75,337.375,1.2000000000000002,0.07432432432432434,11,10.0,0,23,36
3980837,utility,1976-09-14,Apparatus for pulsing in telephone sets,1976,3,9,1,258,1976-09-30,39,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,11,11,1.0,0.0,8.272727272727273,0.36363636363636365,0,0,0,0,0,2,1,0,1,5.0,10.0,324.0,347.75,337.375,1.2000000000000002,0.07432432432432434,11,10.0,0,24,36
3982211,utility,1976-09-21,Linearized varactor frequency modulated semi-conductor diode oscillator,1976,3,9,1,265,1976-09-30,71,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,11,11,1.0,0.0,8.272727272727273,0.36363636363636365,0,0,0,0,0,2,1,0,1,5.0,10.0,324.0,347.75,337.375,1.2000000000000002,0.07432432432432434,11,10.0,0,25,36
3982243,utility,1976-09-21,Device for transmission of information from an information emitter to an information seeker,1976,3,9,1,265,1976-09-30,91,13,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990,11,11,1.0,0.0,8.272727272727273,0.36363636363636365,0,0,0,0,0,2,1,0,1,5.0,10.0,324.0,347.75,337.375,1.2000000000000002,0.07432432432432434,11,10.0,0,26,36
3986120,utility,1976-10-12,Telephone system comprising a satellite,1976,4,10,1,286,1976-12-31,39,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,1.0,0.0,9.5,0.3,0,0,0,0,0,2,1,0,0,11.0,5.0,324.0,9.0,337.375,-0.09090909090909094,0.07432432432432434,10,10.0,0,27,36
3993110,utility,1976-11-23,Method of diffusing gas into a sealed vessel and a device for carrying out the method,1976,4,11,1,328,1976-12-31,85,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,1.0,0.0,9.5,0.3,0,0,0,0,0,2,1,0,0,11.0,5.0,324.0,9.0,337.375,-0.09090909090909094,0.07432432432432434,10,10.0,0,28,36
3993531,utility,1976-11-23,Device for wrapping insulation tape about an elongate conductor,1976,4,11,1,328,1976-12-31,63,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,1.0,0.0,9.5,0.3,0,0,0,0,0,2,1,0,0,11.0,5.0,324.0,9.0,337.375,-0.09090909090909094,0.07432432432432434,10,10.0,0,29,36
3993871,utility,1976-11-23,Relay matrix for selector networks,1976,4,11,1,328,1976-12-31,34,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990,10,10,1.0,0.0,9.5,0.3,0,0,0,0,0,2,1,0,0,11.0,5.0,324.0,9.0,337.375,-0.09090909090909094,0.07432432432432434,10,10.0,0,30,36
3993883,utility,1976-11-23,Contact spring set,1976,4,11,1,328,1976-12-31,18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,1.0,0.0,9.5,0.3,0,0,0,0,0,2,1,0,0,11.0,5.0,324.0,9.0,337.375,-0.09090909090909094,0.07432432432432434,10,10.0,0,31,36
3995217,utility,1976-11-30,Method and apparatus for suppressing background noise in a digital telephone system,1976,4,11,1,335,1976-12-31,83,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,1.0,0.0,9.5,0.3,0,0,0,0,0,2,1,0,0,11.0,5.0,324.0,9.0,337.375,-0.09090909090909094,0.07432432432432434,10,10.0,0,32,36
3996567,utility,1976-12-07,Apparatus for indicating abnormal program execution in a process controlling computer operating in real time on different priority levels,1976,4,12,1,342,1976-12-31,137,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,1.0,0.0,9.5,0.3,0,0,0,0,0,2,1,0,0,11.0,5.0,324.0,9.0,337.375,-0.09090909090909094,0.07432432432432434,10,10.0,0,33,36
3997727,utility,1976-12-14,Time division multiplexed digital switching apparatus,1976,4,12,1,349,1976-12-31,53,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,1.0,0.0,9.5,0.3,0,0,0,0,0,2,1,0,0,11.0,5.0,324.0,9.0,337.375,-0.09090909090909094,0.07432432432432434,10,10.0,0,34,36
3997821,utility,1976-12-14,Solid electrolytic capacitor with planar cathode lead,1976,4,12,1,349,1976-12-31,53,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,1.0,0.0,9.5,0.3,0,0,0,0,0,2,1,0,0,11.0,5.0,324.0,9.0,337.375,-0.09090909090909094,0.07432432432432434,10,10.0,0,35,36
3999086,utility,1976-12-21,"Drive circuit for a controllable electronic switching element, for example, a power transistor",1976,4,12,1,356,1976-12-31,94,13,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,legacy_pre_1990,10,10,1.0,0.0,9.5,0.3,0,0,0,0,0,2,1,0,0,11.0,5.0,324.0,9.0,337.375,-0.09090909090909094,0.07432432432432434,10,10.0,0,36,36
4001680,utility,1977-01-04,Device for measuring small frequency differencies,1977,1,1,1,4,1977-03-31,49,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,0.9,0.1,5.2,0.1,0,0,0,0,0,0,0,1,0,10.0,11.0,10.0,9.0,337.375,0.0,0.0,10,9.0,1,37,42
4002851,utility,1977-01-11,Telecommunication system controlled by stored program instructions,1977,1,1,1,11,1977-03-31,66,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,0.9,0.1,5.2,0.1,0,0,0,0,0,0,0,1,0,10.0,11.0,10.0,9.0,337.375,0.0,0.0,10,9.0,1,39,42
4003055,utility,1977-01-11,Radar function testing apparatus,1977,1,1,1,11,1977-03-31,32,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,0.9,0.1,5.2,0.1,0,0,0,0,0,0,0,1,0,10.0,11.0,10.0,9.0,337.375,0.0,0.0,10,9.0,1,38,42
D243091,design,1977-01-18,Telephone accessory,1977,1,1,1,18,1977-03-31,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990,10,10,0.9,0.1,5.2,0.1,0,0,0,0,0,0,0,1,0,10.0,11.0,10.0,9.0,337.375,0.0,0.0,10,9.0,1,40,42
4005431,utility,1977-01-25,Slot antenna with waveguide coupling,1977,1,1,1,25,1977-03-31,36,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,legacy_pre_1990,10,10,0.9,0.1,5.2,0.1,0,0,0,0,0,0,0,1,0,10.0,11.0,10.0,9.0,337.375,0.0,0.0,10,9.0,1,41,42
4010421,utility,1977-03-01,Synchronization method for the recovery of binary signals,1977,1,3,1,60,1977-03-31,57,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,0.9,0.1,5.2,0.1,0,0,0,0,0,0,0,1,0,10.0,11.0,10.0,9.0,337.375,0.0,0.0,10,9.0,1,42,42
4012030,utility,1977-03-15,Fixture for precision positioning of work pieces,1977,1,3,1,74,1977-03-31,48,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,0.9,0.1,5.2,0.1,0,0,0,0,0,0,0,1,0,10.0,11.0,10.0,9.0,337.375,0.0,0.0,10,9.0,1,43,42
4012698,utility,1977-03-15,Device for obtaining a jitterstable synchronization of a counter,1977,1,3,1,74,1977-03-31,64,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,0.9,0.1,5.2,0.1,0,0,0,0,0,0,0,1,0,10.0,11.0,10.0,9.0,337.375,0.0,0.0,10,9.0,1,44,42
4013971,utility,1977-03-22,Integrated amplifier,1977,1,3,1,81,1977-03-31,20,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,0.9,0.1,5.2,0.1,0,0,0,0,0,0,0,1,0,10.0,11.0,10.0,9.0,337.375,0.0,0.0,10,9.0,1,45,42
4014243,utility,1977-03-29,Expanding bolt,1977,1,3,1,88,1977-03-31,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,10,10,0.9,0.1,5.2,0.1,0,0,0,0,0,0,0,1,0,10.0,11.0,10.0,9.0,337.375,0.0,0.0,10,9.0,1,46,42
4017783,utility,1977-04-12,Power transistor drive apparatus in a DC-converter,1977,2,4,1,102,1977-06-30,50,7,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,legacy_pre_1990,9,9,0.8888888888888888,0.1111111111111111,6.333333333333333,0.3333333333333333,0,0,0,0,0,2,1,0,0,10.0,10.0,5.0,10.0,337.375,-0.09999999999999998,0.8,9,12.0,1,47,42
4018993,utility,1977-04-19,Telephone system comprising a satellite,1977,2,4,1,109,1977-06-30,39,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,9,9,0.8888888888888888,0.1111111111111111,6.333333333333333,0.3333333333333333,0,0,0,0,0,2,1,0,0,10.0,10.0,5.0,10.0,337.375,-0.09999999999999998,0.8,9,12.0,1,48,42
4021762,utility,1977-05-03,Quartz crystal compensation circuit,1977,2,5,1,123,1977-06-30,35,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,9,9,0.8888888888888888,0.1111111111111111,6.333333333333333,0.3333333333333333,0,0,0,0,0,2,1,0,0,10.0,10.0,5.0,10.0,337.375,-0.09999999999999998,0.8,9,12.0,1,49,42
4022982,utility,1977-05-10,Apparatus for rearrangement of a switching network,1977,2,5,1,130,1977-06-30,50,7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990,9,9,0.8888888888888888,0.1111111111111111,6.333333333333333,0.3333333333333333,0,0,0,0,0,2,1,0,0,10.0,10.0,5.0,10.0,337.375,-0.09999999999999998,0.8,9,12.0,1,50,42
4023112,utility,1977-05-10,Broad band amplifier having negative feedback and a controllable amplification factor,1977,2,5,1,130,1977-06-30,85,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,9,9,0.8888888888888888,0.1111111111111111,6.333333333333333,0.3333333333333333,0,0,0,0,0,2,1,0,0,10.0,10.0,5.0,10.0,337.375,-0.09999999999999998,0.8,9,12.0,1,51,42
4024630,utility,1977-05-24,Machine for manufacturing cable forms,1977,2,5,1,144,1977-06-30,37,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,9,9,0.8888888888888888,0.1111111111111111,6.333333333333333,0.3333333333333333,0,0,0,0,0,2,1,0,0,10.0,10.0,5.0,10.0,337.375,-0.09999999999999998,0.8,9,12.0,1,52,42
D244617,design,1977-06-07,Telephone instrument,1977,2,6,1,158,1977-06-30,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990,9,9,0.8888888888888888,0.1111111111111111,6.333333333333333,0.3333333333333333,0,0,0,0,0,2,1,0,0,10.0,10.0,5.0,10.0,337.375,-0.09999999999999998,0.8,9,12.0,1,53,42
4032380,utility,1977-06-28,Method of joining of insulated high-voltage cables,1977,2,6,1,179,1977-06-30,50,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,9,9,0.8888888888888888,0.1111111111111111,6.333333333333333,0.3333333333333333,0,0,0,0,0,2,1,0,0,10.0,10.0,5.0,10.0,337.375,-0.09999999999999998,0.8,9,12.0,1,55,42
4032721,utility,1977-06-28,Stored program logic system using a common exchange circuit,1977,2,6,1,179,1977-06-30,59,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,9,9,0.8888888888888888,0.1111111111111111,6.333333333333333,0.3333333333333333,0,0,0,0,0,2,1,0,0,10.0,10.0,5.0,10.0,337.375,-0.09999999999999998,0.8,9,12.0,1,54,42
4035592,utility,1977-07-12,Subscriber monitoring unit for electronic telephone exchanges,1977,3,7,1,193,1977-09-30,61,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,56,42
D245111,design,1977-07-19,Staff locator,1977,3,7,1,200,1977-09-30,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,57,42
4040269,utility,1977-08-09,Apparatus for continuously cooling wire shaped objects,1977,3,8,1,221,1977-09-30,54,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,58,42
4041417,utility,1977-08-09,Low duty cycle pulse generator using two thyristors,1977,3,8,1,221,1977-09-30,51,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,59,42
4041458,utility,1977-08-09,Arrangement for carrying out random selection among a plurality of selectable devices in a telecommunication system,1977,3,8,1,221,1977-09-30,115,16,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,60,42
4042289,utility,1977-08-16,Plug contact device intended for mounting on circuit cards,1977,3,8,1,228,1977-09-30,58,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,62,42
4042921,utility,1977-08-16,Digital encoder/decoder,1977,3,8,1,228,1977-09-30,23,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,61,42
4045867,utility,1977-09-06,Method for encapsulating electrical components,1977,3,9,1,249,1977-09-30,46,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,64,42
4046447,utility,1977-09-06,Contact device,1977,3,9,1,249,1977-09-30,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,63,42
4048445,utility,1977-09-13,Method for through connection check in digital data system,1977,3,9,1,256,1977-09-30,58,9,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,66,42
4048579,utility,1977-09-13,Feed-forward amplifier,1977,3,9,1,256,1977-09-30,22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,65,42
4048581,utility,1977-09-13,Oscillator frequency control loop,1977,3,9,1,256,1977-09-30,33,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_pre_1990,12,12,0.9166666666666666,0.08333333333333333,6.083333333333333,0.16666666666666666,0,0,0,0,0,1,0,0,1,9.0,10.0,11.0,10.25,337.375,0.33333333333333326,0.09090909090909083,12,11.0,1,67,42
4053723,utility,1977-10-11,Method and apparatus for measuring the bit error frequency in a cable caused by crosstalk between line pairs during transmission of a 3-level coded PCM signal,1977,4,10,1,284,1977-12-31,158,26,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_pre_1990,11,11,0.9090909090909091,0.09090909090909091,9.272727272727273,0.45454545454545453,0,0,0,1,0,3,0,0,1,12.0,9.0,10.0,10.5,9.75,-0.08333333333333337,0.10000000000000009,11,16.0,1,68,42
4053947,utility,1977-10-11,Method and apparatus for executing sequential data processing instructions in function units of a computer,1977,4,10,1,284,1977-12-31,106,15,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_pre_1990,11,11,0.9090909090909091,0.09090909090909091,9.272727272727273,0.45454545454545453,0,0,0,1,0,3,0,0,1,12.0,9.0,10.0,10.5,9.75,-0.08333333333333337,0.10000000000000009,11,16.0,1,69,42
D246167,design,1977-10-25,Tool for digging and laying of submarine cable,1977,4,10,1,298,1977-12-31,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_pre_1990,11,11,0.9090909090909091,0.09090909090909091,9.272727272727273,0.45454545454545453,0,0,0,1,0,3,0,0,1,12.0,9.0,10.0,10.5,9.75,-0.08333333333333337,0.10000000000000009,11,16.0,1,70,42
